parking_id,zone,date_time,total_slots,occupied_slots,avg_parking_duration_minutes,vehicle_type,entry_count,exit_count,parking_fee_collected,violation_reported,occupancy_rate_percent
633,Mall,2024-01-27 08:00:00,50,110,17,Bike,48,47,1122.6,Yes,220.0
634,Office,2024-01-27 09:00:00,213,167,134,Bike,105,63,890.13,No,78.4
635,Commercial,2024-01-27 10:00:00,84,160,19,SUV,75,50,50.78,Yes,190.48
636,Commercial,2024-01-27 11:00:00,243,153,232,Car,76,76,3605.28,No,62.96
637,Commercial,2024-01-27 12:00:00,240,23,25,SUV,105,39,599.93,No,9.58
638,Hospital,2024-01-27 13:00:00,153,211,140,Electric,109,43,1257.0,No,137.91
639,Mall,2024-01-27 14:00:00,72,80,85,Electric,82,96,1524.49,No,111.11
640,Hospital,2024-01-27 15:00:00,58,246,131,Car,80,55,2823.88,No,424.14
641,Mall,2024-01-27 16:00:00,83,189,198,Bike,40,8,2019.89,No,227.71
642,Hospital,2024-01-27 17:00:00,223,133,152,Car,65,84,3389.64,No,59.64
643,Hospital,2024-01-27 18:00:00,255,134,120,Car,108,81,325.41,No,52.55
644,Office,2024-01-27 19:00:00,177,46,130,Car,85,88,663.5,No,25.99
645,Hospital,2024-01-27 20:00:00,53,38,176,SUV,44,55,2521.1,No,71.7
646,Residential,2024-01-27 21:00:00,207,204,81,Electric,97,9,1717.98,No,98.55
647,Office,2024-01-27 22:00:00,272,152,214,Car,31,59,1514.28,No,55.88
648,Hospital,2024-01-27 23:00:00,151,237,45,Car,5,105,381.79,Yes,156.95
649,Commercial,2024-01-28 00:00:00,124,184,89,Car,38,24,4483.81,No,148.39
650,Residential,2024-01-28 01:00:00,148,183,85,SUV,72,28,3474.5,No,123.65
651,Residential,2024-01-28 02:00:00,121,189,80,SUV,92,40,652.01,No,156.2
652,Residential,2024-01-28 03:00:00,52,28,84,SUV,25,38,371.98,No,53.85
653,Office,2024-01-28 04:00:00,191,214,55,Car,37,113,4875.62,Yes,112.04
654,Hospital,2024-01-28 05:00:00,237,115,205,Bike,11,116,3421.8,No,48.52
655,Hospital,2024-01-28 06:00:00,254,30,174,Bike,69,58,2116.41,No,11.81
656,Commercial,2024-01-28 07:00:00,222,73,34,Bike,109,38,3523.57,No,32.88
657,Commercial,2024-01-28 08:00:00,273,174,199,Electric,7,87,3793.84,No,63.74
658,Residential,2024-01-28 09:00:00,83,36,192,Car,112,21,3910.81,No,43.37
659,Commercial,2024-01-28 10:00:00,94,64,222,Bike,55,9,2415.49,No,68.09
660,Office,2024-01-28 11:00:00,110,38,167,Bike,83,93,2177.92,No,34.55
661,Hospital,2024-01-28 12:00:00,132,157,154,Bike,99,22,104.59,Yes,118.94
662,Residential,2024-01-28 13:00:00,172,34,213,Car,58,59,4636.46,No,19.77
663,Commercial,2024-01-28 14:00:00,151,79,53,Bike,84,57,3036.37,Yes,52.32
664,Office,2024-01-28 15:00:00,65,72,159,Bike,78,54,1055.61,No,110.77
665,Office,2024-01-28 16:00:00,115,173,59,Car,97,76,4602.04,No,150.43
666,Commercial,2024-01-28 17:00:00,217,139,153,Electric,63,95,4578.91,No,64.06
667,Hospital,2024-01-28 18:00:00,194,159,84,SUV,10,83,4946.46,Yes,81.96
668,Commercial,2024-01-28 19:00:00,168,233,139,Bike,33,49,4376.58,No,138.69
669,Residential,2024-01-28 20:00:00,211,25,165,SUV,21,17,4989.03,No,11.85
670,Commercial,2024-01-28 21:00:00,283,155,105,Electric,64,20,1261.2,No,54.77
671,Office,2024-01-28 22:00:00,173,206,84,Electric,26,90,4219.14,No,119.08
672,Commercial,2024-01-28 23:00:00,193,191,180,Bike,28,88,4123.99,No,98.96
673,Hospital,2024-01-29 00:00:00,151,109,144,Car,85,17,1193.15,Yes,72.19
674,Mall,2024-01-29 01:00:00,237,39,228,Electric,89,24,537.27,No,16.46
675,Commercial,2024-01-29 02:00:00,115,54,98,SUV,55,70,4898.13,No,46.96
676,Hospital,2024-01-29 03:00:00,243,28,103,SUV,54,103,1515.32,No,11.52
677,Hospital,2024-01-29 04:00:00,267,224,93,SUV,15,51,4360.91,No,83.9
678,Office,2024-01-29 05:00:00,62,43,127,SUV,60,23,70.43,No,69.35
679,Hospital,2024-01-29 06:00:00,233,150,107,Electric,75,49,154.07,No,64.38
680,Hospital,2024-01-29 07:00:00,160,180,86,Bike,46,41,2356.06,No,112.5
681,Hospital,2024-01-29 08:00:00,208,71,179,Bike,43,58,1231.64,No,34.13
682,Hospital,2024-01-29 09:00:00,83,127,63,SUV,73,10,3464.71,No,153.01
683,Residential,2024-01-29 10:00:00,88,230,66,Bike,112,18,2849.54,Yes,261.36
684,Residential,2024-01-29 11:00:00,244,109,47,SUV,52,8,433.55,No,44.67
685,Office,2024-01-29 12:00:00,185,31,36,SUV,61,90,855.01,No,16.76
686,Commercial,2024-01-29 13:00:00,264,189,128,Car,25,119,1970.84,No,71.59
687,Hospital,2024-01-29 14:00:00,255,189,147,Electric,86,59,968.74,Yes,74.12
688,Commercial,2024-01-29 15:00:00,169,120,32,Electric,103,107,3971.5,Yes,71.01
689,Commercial,2024-01-29 16:00:00,175,173,180,SUV,24,104,2109.55,No,98.86
690,Office,2024-01-29 17:00:00,104,82,132,Electric,19,38,512.49,No,78.85
691,Hospital,2024-01-29 18:00:00,76,240,131,Bike,73,31,2447.5,No,315.79
692,Hospital,2024-01-29 19:00:00,167,156,51,SUV,81,11,499.65,No,93.41
693,Mall,2024-01-29 20:00:00,270,47,236,Car,55,7,688.24,No,17.41
694,Commercial,2024-01-29 21:00:00,280,79,237,Bike,80,51,1236.07,No,28.21
695,Commercial,2024-01-29 22:00:00,102,125,78,Car,66,101,4304.66,No,122.55
696,Residential,2024-01-29 23:00:00,88,248,152,Car,89,6,4626.83,Yes,281.82
697,Mall,2024-01-30 00:00:00,114,88,93,Electric,41,110,4139.98,No,77.19
698,Residential,2024-01-30 01:00:00,194,194,184,Electric,10,84,1703.68,No,100.0
699,Residential,2024-01-30 02:00:00,282,157,137,SUV,75,29,1398.61,No,55.67
700,Residential,2024-01-30 03:00:00,207,18,190,Electric,30,64,2768.32,Yes,8.7
701,Office,2024-01-30 04:00:00,230,41,58,Car,110,83,3623.17,No,17.83
702,Office,2024-01-30 05:00:00,62,141,96,Car,116,28,4967.2,No,227.42
703,Residential,2024-01-30 06:00:00,70,59,101,Bike,12,19,701.28,No,84.29
704,Mall,2024-01-30 07:00:00,196,91,239,Car,77,99,294.0,No,46.43
705,Commercial,2024-01-30 08:00:00,102,14,30,SUV,95,18,3487.06,No,13.73
706,Mall,2024-01-30 09:00:00,68,157,68,SUV,8,58,4169.52,No,230.88
707,Hospital,2024-01-30 10:00:00,106,96,116,Electric,25,82,4239.43,No,90.57
708,Office,2024-01-30 11:00:00,74,135,177,Electric,35,10,3408.39,No,182.43
709,Commercial,2024-01-30 12:00:00,263,84,112,Electric,25,82,4772.38,No,31.94
710,Commercial,2024-01-30 13:00:00,80,174,170,SUV,108,85,2579.47,No,217.5
711,Hospital,2024-01-30 14:00:00,130,31,16,Car,29,22,4573.38,Yes,23.85
712,Hospital,2024-01-30 15:00:00,232,195,108,Electric,107,24,4840.67,No,84.05
713,Residential,2024-01-30 16:00:00,72,77,155,Bike,19,119,4243.43,No,106.94
714,Office,2024-01-30 17:00:00,81,230,183,Electric,39,66,1583.3,Yes,283.95
715,Office,2024-01-30 18:00:00,239,53,222,SUV,53,85,1021.27,No,22.18
716,Mall,2024-01-30 19:00:00,123,43,73,Electric,47,84,2763.19,No,34.96
717,Residential,2024-01-30 20:00:00,59,86,83,Car,45,44,2292.42,No,145.76
718,Residential,2024-01-30 21:00:00,277,51,133,Electric,41,43,4394.9,No,18.41
719,Residential,2024-01-30 22:00:00,249,146,106,SUV,61,56,545.16,No,58.63
720,Residential,2024-01-30 23:00:00,103,115,195,SUV,46,36,1325.81,No,111.65
721,Office,2024-01-31 00:00:00,101,104,59,Bike,51,112,3771.4,Yes,102.97
722,Office,2024-01-31 01:00:00,197,144,162,SUV,96,77,520.18,No,73.1
723,Residential,2024-01-31 02:00:00,209,77,38,Bike,65,31,1637.78,No,36.84
724,Mall,2024-01-31 03:00:00,163,156,203,Car,18,114,1966.42,No,95.71
725,Commercial,2024-01-31 04:00:00,63,243,105,SUV,72,56,3131.84,No,385.71
726,Commercial,2024-01-31 05:00:00,227,231,108,Electric,57,101,832.76,No,101.76
727,Mall,2024-01-31 06:00:00,205,168,72,Car,88,67,4309.99,No,81.95
728,Residential,2024-01-31 07:00:00,159,137,169,Electric,38,78,2265.33,No,86.16
729,Office,2024-01-31 08:00:00,293,172,168,Electric,80,67,4589.26,Yes,58.7
730,Commercial,2024-01-31 09:00:00,102,194,142,Electric,101,21,2365.96,No,190.2
731,Hospital,2024-01-31 10:00:00,201,94,21,Car,28,117,1411.45,No,46.77
732,Hospital,2024-01-31 11:00:00,128,198,184,Car,24,53,752.05,No,154.69
733,Mall,2024-01-31 12:00:00,71,168,61,SUV,73,104,68.54,No,236.62
734,Residential,2024-01-31 13:00:00,79,92,67,Electric,106,85,2684.18,No,116.46
735,Commercial,2024-01-31 14:00:00,240,104,201,Bike,34,86,580.43,No,43.33
736,Residential,2024-01-31 15:00:00,53,190,52,SUV,92,27,1989.05,No,358.49
737,Commercial,2024-01-31 16:00:00,254,41,211,Car,111,102,2966.9,No,16.14
738,Mall,2024-01-31 17:00:00,108,75,229,Bike,108,76,1414.65,No,69.44
739,Mall,2024-01-31 18:00:00,264,196,234,Car,11,17,917.36,No,74.24
740,Hospital,2024-01-31 19:00:00,57,125,67,Bike,40,27,3884.87,Yes,219.3
741,Residential,2024-01-31 20:00:00,259,147,157,SUV,42,61,4736.62,No,56.76
742,Hospital,2024-01-31 21:00:00,61,139,238,Bike,84,66,547.18,No,227.87
743,Residential,2024-01-31 22:00:00,168,203,168,SUV,56,58,820.17,No,120.83
744,Hospital,2024-01-31 23:00:00,208,69,62,Car,19,24,4802.06,No,33.17
745,Office,2024-02-01 00:00:00,255,225,109,Bike,50,90,237.03,No,88.24
746,Office,2024-02-01 01:00:00,83,26,161,Electric,27,115,4889.28,No,31.33
747,Office,2024-02-01 02:00:00,131,105,151,Electric,16,56,72.99,No,80.15
748,Office,2024-02-01 03:00:00,297,153,78,Car,97,27,4374.66,No,51.52
749,Commercial,2024-02-01 04:00:00,147,25,107,Bike,48,109,1571.26,No,17.01
750,Office,2024-02-01 05:00:00,176,55,196,Electric,116,39,4696.01,No,31.25
751,Mall,2024-02-01 06:00:00,124,176,139,SUV,19,71,1618.88,No,141.94
752,Mall,2024-02-01 07:00:00,154,168,193,Bike,97,38,3288.82,No,109.09
753,Commercial,2024-02-01 08:00:00,253,116,53,Bike,113,37,446.16,No,45.85
754,Office,2024-02-01 09:00:00,98,97,18,Electric,111,50,1249.53,No,98.98
755,Office,2024-02-01 10:00:00,128,138,140,SUV,53,85,3879.71,Yes,107.81
756,Office,2024-02-01 11:00:00,234,148,17,SUV,25,49,2666.99,Yes,63.25
757,Hospital,2024-02-01 12:00:00,272,128,78,SUV,19,23,4643.45,No,47.06
758,Residential,2024-02-01 13:00:00,290,94,43,Bike,18,98,2172.32,No,32.41
759,Hospital,2024-02-01 14:00:00,299,13,130,Car,46,91,4355.57,No,4.35
760,Residential,2024-02-01 15:00:00,142,80,25,Bike,112,19,2272.33,No,56.34
761,Office,2024-02-01 16:00:00,203,163,111,Bike,84,82,4897.28,No,80.3
762,Office,2024-02-01 17:00:00,67,120,116,Electric,19,70,4801.18,No,179.1
763,Hospital,2024-02-01 18:00:00,145,59,200,Car,110,43,1679.23,No,40.69
764,Hospital,2024-02-01 19:00:00,263,149,217,SUV,67,117,4435.32,No,56.65
765,Residential,2024-02-01 20:00:00,87,104,169,Electric,72,22,4245.68,No,119.54
766,Mall,2024-02-01 21:00:00,258,218,239,Bike,31,74,1092.87,No,84.5
767,Residential,2024-02-01 22:00:00,136,234,35,Car,91,63,3140.24,No,172.06
768,Hospital,2024-02-01 23:00:00,137,212,53,SUV,97,36,409.78,No,154.74
769,Hospital,2024-02-02 00:00:00,99,101,237,SUV,109,25,4191.72,No,102.02
770,Commercial,2024-02-02 01:00:00,57,233,116,Bike,57,44,914.0,Yes,408.77
771,Hospital,2024-02-02 02:00:00,218,74,60,SUV,56,96,400.53,No,33.94
772,Commercial,2024-02-02 03:00:00,183,56,80,SUV,67,31,2031.08,No,30.6
773,Mall,2024-02-02 04:00:00,118,229,105,Car,77,6,2905.76,Yes,194.07
774,Residential,2024-02-02 05:00:00,221,190,178,Electric,57,101,4281.84,No,85.97
775,Residential,2024-02-02 06:00:00,170,115,217,Car,61,84,4872.5,No,67.65
776,Commercial,2024-02-02 07:00:00,113,208,125,Electric,56,43,2225.49,No,184.07
777,Residential,2024-02-02 08:00:00,206,139,96,Electric,111,90,349.21,Yes,67.48
778,Hospital,2024-02-02 09:00:00,205,115,137,Electric,47,60,3758.12,No,56.1
779,Office,2024-02-02 10:00:00,188,33,207,SUV,11,111,2847.61,No,17.55
780,Commercial,2024-02-02 11:00:00,170,13,205,Car,46,115,2267.06,No,7.65
781,Residential,2024-02-02 12:00:00,114,117,113,SUV,8,17,1580.88,No,102.63
782,Commercial,2024-02-02 13:00:00,156,28,49,Bike,73,60,2536.87,No,17.95
783,Commercial,2024-02-02 14:00:00,196,163,173,Car,9,70,1726.46,No,83.16
784,Office,2024-02-02 15:00:00,186,212,170,Electric,79,82,3797.21,No,113.98
785,Hospital,2024-02-02 16:00:00,204,49,117,SUV,109,60,2742.27,No,24.02
786,Commercial,2024-02-02 17:00:00,211,59,143,SUV,96,106,4390.4,No,27.96
787,Residential,2024-02-02 18:00:00,221,180,39,Car,84,109,2740.54,No,81.45
788,Mall,2024-02-02 19:00:00,245,84,57,Car,45,32,1229.4,No,34.29
789,Commercial,2024-02-02 20:00:00,149,246,98,Electric,98,68,4262.9,No,165.1
790,Commercial,2024-02-02 21:00:00,131,204,209,Electric,8,75,2808.23,No,155.73
791,Office,2024-02-02 22:00:00,192,21,205,Bike,6,86,1073.86,No,10.94
792,Hospital,2024-02-02 23:00:00,100,204,65,Electric,114,68,3136.36,No,204.0
793,Mall,2024-02-03 00:00:00,190,243,144,SUV,71,60,1820.7,No,127.89
794,Residential,2024-02-03 01:00:00,132,36,224,Bike,118,45,4229.81,No,27.27
795,Mall,2024-02-03 02:00:00,226,122,140,Bike,25,104,2293.83,No,53.98
796,Residential,2024-02-03 03:00:00,247,191,206,Bike,74,45,3645.88,No,77.33
797,Hospital,2024-02-03 04:00:00,161,203,216,Car,47,104,522.9,No,126.09
798,Residential,2024-02-03 05:00:00,105,58,83,Electric,86,112,2010.32,No,55.24
799,Office,2024-02-03 06:00:00,253,153,23,Bike,112,8,4917.05,No,60.47
800,Office,2024-02-03 07:00:00,228,139,16,Car,73,61,4051.88,No,60.96
801,Office,2024-02-03 08:00:00,214,69,176,Car,13,34,841.71,No,32.24
802,Office,2024-02-03 09:00:00,194,191,202,Bike,88,92,1424.93,No,98.45
803,Mall,2024-02-03 10:00:00,235,39,203,Bike,32,88,1682.59,No,16.6
804,Hospital,2024-02-03 11:00:00,264,93,173,SUV,30,50,3269.31,No,35.23
805,Residential,2024-02-03 12:00:00,267,175,24,Bike,86,60,3797.12,No,65.54
806,Residential,2024-02-03 13:00:00,206,37,128,SUV,87,35,3760.16,No,17.96
807,Office,2024-02-03 14:00:00,210,34,90,Bike,7,92,2573.88,No,16.19
808,Office,2024-02-03 15:00:00,109,105,178,Bike,77,11,4063.56,No,96.33
809,Commercial,2024-02-03 16:00:00,268,134,99,Electric,104,94,2213.54,No,50.0
810,Hospital,2024-02-03 17:00:00,266,19,63,Bike,99,81,663.21,No,7.14
811,Mall,2024-02-03 18:00:00,169,197,84,Bike,53,58,2843.99,No,116.57
812,Residential,2024-02-03 19:00:00,232,51,191,SUV,21,12,4763.89,No,21.98
813,Commercial,2024-02-03 20:00:00,187,49,145,SUV,67,59,3975.32,No,26.2
814,Commercial,2024-02-03 21:00:00,224,234,216,Electric,59,73,2914.57,Yes,104.46
815,Residential,2024-02-03 22:00:00,72,86,147,Bike,27,48,3251.69,No,119.44
816,Mall,2024-02-03 23:00:00,262,114,232,Bike,38,17,4656.28,No,43.51
817,Commercial,2024-02-04 00:00:00,198,127,203,SUV,109,97,2170.3,Yes,64.14
818,Commercial,2024-02-04 01:00:00,284,51,227,Car,109,24,1690.4,No,17.96
819,Hospital,2024-02-04 02:00:00,62,56,104,Car,73,82,4887.35,No,90.32
820,Mall,2024-02-04 03:00:00,150,174,40,Car,19,36,4324.04,Yes,116.0
821,Commercial,2024-02-04 04:00:00,210,217,86,SUV,51,64,1649.07,No,103.33
822,Mall,2024-02-04 05:00:00,73,246,19,SUV,7,54,2345.71,No,336.99
823,Residential,2024-02-04 06:00:00,157,31,29,Car,87,31,2104.64,No,19.75
824,Office,2024-02-04 07:00:00,60,194,137,Car,32,29,788.02,No,323.33
825,Commercial,2024-02-04 08:00:00,66,221,158,Bike,7,56,4791.21,No,334.85
826,Hospital,2024-02-04 09:00:00,245,116,15,SUV,106,72,2051.35,No,47.35
827,Residential,2024-02-04 10:00:00,224,36,158,SUV,8,25,4382.88,No,16.07
828,Mall,2024-02-04 11:00:00,74,50,179,Car,92,22,987.31,Yes,67.57
829,Residential,2024-02-04 12:00:00,143,89,17,Car,35,43,2761.96,No,62.24
830,Commercial,2024-02-04 13:00:00,250,171,194,Electric,49,19,168.61,No,68.4
831,Mall,2024-02-04 14:00:00,70,169,61,SUV,63,57,3832.89,Yes,241.43
832,Office,2024-02-04 15:00:00,133,227,109,Electric,49,42,2925.52,No,170.68
833,Residential,2024-02-04 16:00:00,260,98,27,Bike,79,52,3146.67,No,37.69
834,Commercial,2024-02-04 17:00:00,260,75,134,Electric,41,56,306.02,No,28.85
835,Hospital,2024-02-04 18:00:00,189,21,222,Car,69,92,1094.64,No,11.11
836,Mall,2024-02-04 19:00:00,86,177,69,SUV,13,76,417.94,No,205.81
837,Residential,2024-02-04 20:00:00,91,82,163,SUV,21,32,1480.13,No,90.11
838,Residential,2024-02-04 21:00:00,194,85,80,Electric,69,89,3155.82,No,43.81
839,Office,2024-02-04 22:00:00,150,99,196,Electric,7,20,2852.62,Yes,66.0
840,Office,2024-02-04 23:00:00,295,210,169,Bike,115,20,3080.14,No,71.19
841,Hospital,2024-02-05 00:00:00,97,19,180,Bike,30,39,2768.79,No,19.59
842,Hospital,2024-02-05 01:00:00,152,105,104,Car,57,21,1401.49,No,69.08
843,Commercial,2024-02-05 02:00:00,77,235,200,Car,35,77,1260.31,No,305.19
844,Commercial,2024-02-05 03:00:00,90,185,76,Car,30,103,728.45,Yes,205.56
845,Hospital,2024-02-05 04:00:00,148,29,116,Electric,27,56,4252.9,No,19.59
846,Hospital,2024-02-05 05:00:00,96,48,188,Electric,34,97,3101.57,Yes,50.0
847,Mall,2024-02-05 06:00:00,289,69,231,SUV,14,107,973.23,Yes,23.88
848,Office,2024-02-05 07:00:00,195,75,153,Car,76,86,927.19,No,38.46
849,Commercial,2024-02-05 08:00:00,255,74,214,Electric,112,16,4371.53,No,29.02
850,Office,2024-02-05 09:00:00,276,188,22,SUV,93,87,3726.52,Yes,68.12
851,Office,2024-02-05 10:00:00,285,133,111,Car,68,52,3314.03,No,46.67
852,Hospital,2024-02-05 11:00:00,154,173,131,Bike,26,26,2063.98,Yes,112.34
853,Mall,2024-02-05 12:00:00,173,161,213,Bike,19,53,1346.78,No,93.06
854,Residential,2024-02-05 13:00:00,248,164,78,Electric,109,56,4898.28,Yes,66.13
855,Mall,2024-02-05 14:00:00,282,139,35,SUV,60,83,3996.34,No,49.29
856,Mall,2024-02-05 15:00:00,62,168,214,Bike,78,5,1543.81,No,270.97
857,Office,2024-02-05 16:00:00,259,66,129,SUV,24,70,4245.45,No,25.48
858,Mall,2024-02-05 17:00:00,278,87,205,SUV,109,68,3806.71,No,31.29
859,Commercial,2024-02-05 18:00:00,190,203,99,Bike,51,12,1520.55,No,106.84
860,Office,2024-02-05 19:00:00,149,38,206,SUV,91,90,2161.44,Yes,25.5
861,Commercial,2024-02-05 20:00:00,80,24,34,Bike,57,29,970.47,Yes,30.0
862,Residential,2024-02-05 21:00:00,179,21,22,Electric,57,70,599.71,No,11.73
863,Office,2024-02-05 22:00:00,65,110,72,Car,5,119,3627.67,No,169.23
864,Residential,2024-02-05 23:00:00,186,165,60,Car,6,77,1374.18,No,88.71
865,Office,2024-02-06 00:00:00,122,93,45,Electric,62,77,4109.29,No,76.23
866,Hospital,2024-02-06 01:00:00,215,134,107,Bike,23,81,4978.26,No,62.33
867,Mall,2024-02-06 02:00:00,252,112,23,Bike,66,74,429.27,Yes,44.44
868,Hospital,2024-02-06 03:00:00,103,33,29,Bike,82,98,2391.52,No,32.04
869,Residential,2024-02-06 04:00:00,233,158,108,Bike,76,83,4020.21,No,67.81
870,Mall,2024-02-06 05:00:00,263,147,168,Electric,106,55,3955.31,No,55.89
871,Office,2024-02-06 06:00:00,274,119,152,Car,16,57,3811.99,No,43.43
872,Mall,2024-02-06 07:00:00,149,87,43,SUV,30,19,1777.52,No,58.39
873,Commercial,2024-02-06 08:00:00,158,110,94,SUV,31,54,2296.57,No,69.62
874,Mall,2024-02-06 09:00:00,136,155,50,Car,33,75,2995.09,No,113.97
875,Commercial,2024-02-06 10:00:00,222,225,98,Electric,19,79,4871.01,No,101.35
876,Mall,2024-02-06 11:00:00,286,151,123,SUV,50,108,1671.36,No,52.8
877,Commercial,2024-02-06 12:00:00,211,171,132,Car,5,42,4619.56,No,81.04
878,Residential,2024-02-06 13:00:00,186,137,51,Electric,64,44,1383.32,No,73.66
879,Hospital,2024-02-06 14:00:00,265,67,100,SUV,111,70,4945.92,No,25.28
880,Office,2024-02-06 15:00:00,57,85,85,Bike,96,119,3367.81,Yes,149.12
881,Mall,2024-02-06 16:00:00,56,159,165,Bike,61,116,2344.38,No,283.93
882,Hospital,2024-02-06 17:00:00,85,207,183,Electric,7,43,3086.28,Yes,243.53
883,Office,2024-02-06 18:00:00,67,45,107,Bike,119,78,1399.03,No,67.16
884,Office,2024-02-06 19:00:00,52,182,94,Electric,22,112,1407.16,No,350.0
885,Commercial,2024-02-06 20:00:00,77,173,116,Car,56,21,612.09,No,224.68
886,Residential,2024-02-06 21:00:00,119,31,170,Car,64,11,614.55,Yes,26.05
887,Residential,2024-02-06 22:00:00,285,215,190,SUV,38,108,1770.98,No,75.44
888,Hospital,2024-02-06 23:00:00,221,136,180,Electric,100,43,3826.13,No,61.54
889,Residential,2024-02-07 00:00:00,198,89,173,SUV,97,72,3059.46,No,44.95
890,Mall,2024-02-07 01:00:00,77,198,28,SUV,93,39,557.79,No,257.14
891,Residential,2024-02-07 02:00:00,281,109,131,Car,64,55,4268.57,No,38.79
892,Hospital,2024-02-07 03:00:00,103,193,239,SUV,30,51,3026.77,No,187.38
893,Residential,2024-02-07 04:00:00,231,226,87,Bike,107,40,4806.24,No,97.84
894,Mall,2024-02-07 05:00:00,114,105,105,SUV,76,68,3367.42,Yes,92.11
895,Commercial,2024-02-07 06:00:00,149,170,230,Electric,23,99,917.12,No,114.09
896,Hospital,2024-02-07 07:00:00,70,182,219,Bike,115,93,2395.23,Yes,260.0
897,Commercial,2024-02-07 08:00:00,284,173,104,Car,110,109,3260.06,No,60.92
898,Commercial,2024-02-07 09:00:00,276,157,43,Electric,26,17,189.91,Yes,56.88
899,Commercial,2024-02-07 10:00:00,62,27,193,Bike,97,22,123.81,No,43.55
900,Office,2024-02-07 11:00:00,106,47,63,Electric,37,25,690.54,No,44.34
901,Office,2024-02-07 12:00:00,98,204,185,Bike,42,116,1295.74,No,208.16
902,Commercial,2024-02-07 13:00:00,167,160,234,Electric,113,69,2176.27,No,95.81
903,Hospital,2024-02-07 14:00:00,103,233,234,Electric,114,104,2462.83,Yes,226.21
904,Mall,2024-02-07 15:00:00,187,118,86,Bike,39,118,733.24,No,63.1
905,Mall,2024-02-07 16:00:00,102,132,229,Car,111,12,3383.29,No,129.41
906,Residential,2024-02-07 17:00:00,93,153,235,Car,71,52,3000.88,No,164.52
907,Hospital,2024-02-07 18:00:00,96,196,147,Electric,87,89,1507.6,No,204.17
908,Office,2024-02-07 19:00:00,102,206,56,Electric,14,47,117.62,No,201.96
909,Commercial,2024-02-07 20:00:00,123,205,149,Car,95,57,434.36,No,166.67
910,Residential,2024-02-07 21:00:00,95,158,56,Car,19,89,1988.89,No,166.32
911,Mall,2024-02-07 22:00:00,62,113,178,SUV,15,31,812.17,No,182.26
912,Office,2024-02-07 23:00:00,214,215,119,Car,115,23,1915.26,No,100.47
913,Office,2024-02-08 00:00:00,151,240,41,Electric,94,27,3159.5,No,158.94
914,Commercial,2024-02-08 01:00:00,73,232,72,Bike,28,119,2758.83,No,317.81
915,Mall,2024-02-08 02:00:00,51,215,60,Car,81,54,1194.32,Yes,421.57
916,Hospital,2024-02-08 03:00:00,263,207,80,SUV,100,55,1751.92,No,78.71
917,Office,2024-02-08 04:00:00,130,149,39,SUV,105,47,3089.45,No,114.62
918,Commercial,2024-02-08 05:00:00,149,153,87,SUV,8,103,4311.23,No,102.68
919,Hospital,2024-02-08 06:00:00,191,90,131,Bike,17,108,3778.41,No,47.12
920,Mall,2024-02-08 07:00:00,187,246,169,Car,77,55,2789.33,No,131.55
921,Office,2024-02-08 08:00:00,212,96,143,Car,61,110,1843.35,No,45.28
922,Hospital,2024-02-08 09:00:00,202,151,101,Car,117,116,1857.0,No,74.75
923,Hospital,2024-02-08 10:00:00,180,70,88,Bike,102,73,4403.12,No,38.89
924,Hospital,2024-02-08 11:00:00,160,208,184,Bike,41,45,244.26,No,130.0
925,Office,2024-02-08 12:00:00,151,55,194,Electric,52,76,4940.51,No,36.42
926,Office,2024-02-08 13:00:00,66,41,167,SUV,75,15,3338.66,Yes,62.12
927,Residential,2024-02-08 14:00:00,61,24,196,SUV,5,84,3421.63,No,39.34
928,Mall,2024-02-08 15:00:00,231,53,139,Car,64,107,238.09,No,22.94
929,Commercial,2024-02-08 16:00:00,165,154,81,Bike,16,115,3047.37,No,93.33
930,Hospital,2024-02-08 17:00:00,73,178,20,Bike,25,92,2449.65,No,243.84
931,Residential,2024-02-08 18:00:00,78,63,139,Car,15,89,573.61,No,80.77
932,Commercial,2024-02-08 19:00:00,220,248,72,Car,48,56,1425.71,No,112.73
933,Residential,2024-02-08 20:00:00,202,53,84,Electric,119,27,4457.06,No,26.24
934,Office,2024-02-08 21:00:00,277,107,67,SUV,62,53,2772.44,No,38.63
935,Hospital,2024-02-08 22:00:00,171,14,80,SUV,112,42,2096.41,No,8.19
936,Commercial,2024-02-08 23:00:00,237,118,72,SUV,48,51,409.78,No,49.79
937,Commercial,2024-02-09 00:00:00,139,36,96,Electric,82,76,3584.9,No,25.9
938,Commercial,2024-02-09 01:00:00,279,125,101,Car,102,11,3529.11,No,44.8
939,Commercial,2024-02-09 02:00:00,114,96,16,Car,38,70,3089.52,No,84.21
940,Commercial,2024-02-09 03:00:00,133,113,218,SUV,29,98,2575.8,No,84.96
941,Residential,2024-02-09 04:00:00,168,132,164,SUV,8,81,2197.23,No,78.57
942,Hospital,2024-02-09 05:00:00,205,215,51,Electric,68,66,2986.69,No,104.88
943,Office,2024-02-09 06:00:00,65,88,162,Bike,94,91,1205.31,No,135.38
944,Office,2024-02-09 07:00:00,224,52,117,Bike,20,33,4709.23,No,23.21
945,Office,2024-02-09 08:00:00,258,106,38,SUV,14,42,2964.53,No,41.09
946,Office,2024-02-09 09:00:00,153,40,126,Electric,113,105,1590.4,No,26.14
947,Residential,2024-02-09 10:00:00,141,108,226,SUV,70,88,2275.92,No,76.6
